"Campaign name",Age,Gender,Day,"Delivery status","Delivery level","Ad set name","Attribution setting","Result Type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)","Clicks (all)","Reporting starts","Reporting ends"
"31 December Engagement campaign",18-24,male,2024-12-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1213,1228,0.21209981,-,-,-,0.84839925,9,2024-12-23,2024-12-23
"31 December Engagement campaign",18-24,female,2024-12-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",11,2997,3419,0.23319637,-,-,-,2.56516008,32,2024-12-23,2024-12-23
"31 December Engagement campaign",25-34,female,2024-12-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1764,1925,1.57702448,-,-,-,1.57702448,26,2024-12-23,2024-12-23
"31 December Engagement campaign",45-54,unknown,2024-12-23,completed,campaign,,"7-day click or 1-day view",,,115,130,,-,-,-,0.05988701,4,2024-12-23,2024-12-23
"31 December Engagement campaign",45-54,male,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,71,75,0.02991751,-,-,-,0.05983501,3,2024-12-22,2024-12-22
"31 December Engagement campaign",35-44,unknown,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,301,301,0.08975252,-,-,-,0.17950504,7,2024-12-22,2024-12-22
"31 December Engagement campaign",55-64,unknown,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,34,34,0.0099725,-,-,-,0.019945,2,2024-12-22,2024-12-22
"31 December Engagement campaign",45-54,unknown,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,139,157,0.06980752,-,-,-,0.06980752,5,2024-12-22,2024-12-22
"31 December Engagement campaign",65+,female,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,148,148,0.10969753,-,-,-,0.10969753,4,2024-12-22,2024-12-22
"31 December Engagement campaign",65+,unknown,2024-12-22,completed,campaign,,"7-day click or 1-day view",,,24,36,,-,-,-,0.03989001,0,2024-12-22,2024-12-22
"31 December Engagement campaign",65+,male,2024-12-22,completed,campaign,,"7-day click or 1-day view",,,67,78,,-,-,-,0.05983501,1,2024-12-22,2024-12-22
"31 December Engagement campaign",55-64,male,2024-12-22,completed,campaign,,"7-day click or 1-day view",,,32,32,,-,-,-,0.02991751,0,2024-12-22,2024-12-22
"31 December Engagement campaign",55-64,female,2024-12-22,completed,campaign,,"7-day click or 1-day view",,,52,75,,-,-,-,0.02991751,0,2024-12-22,2024-12-22
"31 December Engagement campaign",35-44,female,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,515,590,0.4288176,-,-,-,0.4288176,8,2024-12-22,2024-12-22
"31 December Engagement campaign",45-54,female,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,194,222,0.13961503,-,-,-,0.27923006,6,2024-12-22,2024-12-22
"31 December Engagement campaign",18-24,female,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",7,4378,4649,0.4487626,-,-,-,3.14133822,34,2024-12-22,2024-12-22
"31 December Engagement campaign",35-44,male,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,214,278,0.23934005,-,-,-,0.23934005,3,2024-12-22,2024-12-22
"31 December Engagement campaign",25-34,male,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1411,1411,0.20194317,-,-,-,0.80777269,12,2024-12-22,2024-12-22
"31 December Engagement campaign",25-34,female,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",8,2131,2330,0.18199817,-,-,-,1.45598533,35,2024-12-22,2024-12-22
"31 December Engagement campaign",18-24,unknown,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",7,4675,4949,0.33194186,-,-,-,2.32359303,35,2024-12-22,2024-12-22
"31 December Engagement campaign",25-34,unknown,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,1363,1386,0.22604339,-,-,-,0.67813016,8,2024-12-22,2024-12-22
"31 December Engagement campaign",18-24,male,2024-12-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,1584,1584,0.15457379,-,-,-,0.92744271,16,2024-12-22,2024-12-22
"31 December Engagement campaign",45-54,unknown,2024-12-21,completed,campaign,,"7-day click or 1-day view",,,71,76,,-,-,-,0.00996012,2,2024-12-21,2024-12-21
"31 December Engagement campaign",55-64,male,2024-12-21,completed,campaign,,"7-day click or 1-day view",,,14,14,,-,-,-,0.01992024,0,2024-12-21,2024-12-21
"31 December Engagement campaign",55-64,unknown,2024-12-21,completed,campaign,,"7-day click or 1-day view",,,24,25,,-,-,-,0.02988036,0,2024-12-21,2024-12-21
"31 December Engagement campaign",35-44,unknown,2024-12-21,completed,campaign,,"7-day click or 1-day view",,,196,196,,-,-,-,0.06972084,1,2024-12-21,2024-12-21
"31 December Engagement campaign",65+,unknown,2024-12-21,completed,campaign,,"7-day click or 1-day view",,,12,17,,-,-,-,0.00996012,0,2024-12-21,2024-12-21
"31 December Engagement campaign",65+,male,2024-12-21,completed,campaign,,"7-day click or 1-day view",,,37,37,,-,-,-,0.0498006,0,2024-12-21,2024-12-21
"31 December Engagement campaign",35-44,male,2024-12-21,completed,campaign,,"7-day click or 1-day view",,,140,140,,-,-,-,0.07968096,1,2024-12-21,2024-12-21
"31 December Engagement campaign",45-54,female,2024-12-21,completed,campaign,,"7-day click or 1-day view",,,273,273,,-,-,-,0.25896311,1,2024-12-21,2024-12-21
"31 December Engagement campaign",55-64,female,2024-12-21,completed,campaign,,"7-day click or 1-day view",,,85,85,,-,-,-,0.0498006,1,2024-12-21,2024-12-21
"31 December Engagement campaign",25-34,unknown,2024-12-21,completed,campaign,,"7-day click or 1-day view",,,858,984,,-,-,-,0.42828514,8,2024-12-21,2024-12-21
"31 December Engagement campaign",65+,female,2024-12-21,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,143,168,0.06308076,-,-,-,0.18924227,9,2024-12-21,2024-12-21
"31 December Engagement campaign",18-24,female,2024-12-21,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",13,4980,5390,0.32791779,-,-,-,4.26293121,56,2024-12-21,2024-12-21
"31 December Engagement campaign",25-34,female,2024-12-21,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,2371,2508,0.27722333,-,-,-,1.66333998,21,2024-12-21,2024-12-21
"31 December Engagement campaign",25-34,male,2024-12-21,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,687,717,0.22908275,-,-,-,0.4581655,8,2024-12-21,2024-12-21
"31 December Engagement campaign",35-44,female,2024-12-21,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,584,649,0.5079661,-,-,-,0.5079661,5,2024-12-21,2024-12-21
"31 December Engagement campaign",18-24,unknown,2024-12-21,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,3070,3234,0.38844467,-,-,-,1.55377866,20,2024-12-21,2024-12-21
"31 December Engagement campaign",45-54,male,2024-12-21,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,32,44,0.02988036,-,-,-,0.02988036,2,2024-12-21,2024-12-21
"31 December Engagement campaign",18-24,male,2024-12-21,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,643,720,0.07968096,-,-,-,0.31872383,10,2024-12-21,2024-12-21
"31 December Engagement campaign",35-44,female,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,216,220,,-,-,-,0.17,0,2024-12-20,2024-12-20
"31 December Engagement campaign",18-24,unknown,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,64,64,,-,-,-,0.06,0,2024-12-20,2024-12-20
"31 December Engagement campaign",45-54,female,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,93,98,,-,-,-,0.08,0,2024-12-20,2024-12-20
"31 December Engagement campaign",25-34,unknown,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,16,16,,-,-,-,0,0,2024-12-20,2024-12-20
"31 December Engagement campaign",65+,unknown,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2024-12-20,2024-12-20
"31 December Engagement campaign",18-24,male,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,15,16,,-,-,-,0.01,0,2024-12-20,2024-12-20
"31 December Engagement campaign",65+,female,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,59,62,,-,-,-,0.05,0,2024-12-20,2024-12-20
"31 December Engagement campaign",55-64,female,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,22,22,,-,-,-,0.05,0,2024-12-20,2024-12-20
"31 December Engagement campaign",35-44,male,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,5,5,,-,-,-,0.01,0,2024-12-20,2024-12-20
"31 December Engagement campaign",35-44,unknown,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,5,7,,-,-,-,0,0,2024-12-20,2024-12-20
"31 December Engagement campaign",45-54,unknown,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,4,4,,-,-,-,0,0,2024-12-20,2024-12-20
"31 December Engagement campaign",65+,male,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2024-12-20,2024-12-20
"31 December Engagement campaign",45-54,male,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2024-12-20,2024-12-20
"31 December Engagement campaign",25-34,male,2024-12-20,completed,campaign,,"7-day click or 1-day view",,,7,7,,-,-,-,0,1,2024-12-20,2024-12-20
"31 December Engagement campaign",18-24,female,2024-12-20,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,1505,1595,0.30666667,-,-,-,0.92,12,2024-12-20,2024-12-20
"31 December Engagement campaign",25-34,female,2024-12-20,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,953,995,0.31,-,-,-,0.62,7,2024-12-20,2024-12-20
"1 december 2024 Engagement campaign",18-24,female,2024-12-19,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,0,0,0,-,-,-,0,0,2024-12-19,2024-12-19
"1 december 2024 Engagement campaign",65+,male,2024-12-18,completed,campaign,,"7-day click or 1-day view",,,44,44,,-,-,-,0.05,1,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",35-44,male,2024-12-18,completed,campaign,,"7-day click or 1-day view",,,133,140,,-,-,-,0.08,0,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",65+,unknown,2024-12-18,completed,campaign,,"7-day click or 1-day view",,,8,13,,-,-,-,0.01,0,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",35-44,unknown,2024-12-18,completed,campaign,,"7-day click or 1-day view",,,152,152,,-,-,-,0.09,1,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",65+,female,2024-12-18,completed,campaign,,"7-day click or 1-day view",,,101,103,,-,-,-,0.1,1,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",55-64,unknown,2024-12-18,completed,campaign,,"7-day click or 1-day view",,,25,25,,-,-,-,0.02,1,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",55-64,male,2024-12-18,completed,campaign,,"7-day click or 1-day view",,,12,16,,-,-,-,0,0,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",35-44,female,2024-12-18,completed,campaign,,"7-day click or 1-day view",,,347,391,,-,-,-,0.41,5,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",25-34,female,2024-12-18,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,1209,1274,0.54,-,-,-,1.08,19,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",45-54,female,2024-12-18,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,129,149,0.21,-,-,-,0.21,2,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",25-34,male,2024-12-18,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,546,613,0.44,-,-,-,0.44,10,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",25-34,unknown,2024-12-18,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,582,616,0.054,-,-,-,0.27,10,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",18-24,female,2024-12-18,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",10,1376,1468,0.143,-,-,-,1.43,16,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",18-24,unknown,2024-12-18,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",13,1536,1651,0.08538462,-,-,-,1.11,22,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",18-24,male,2024-12-18,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,423,445,0.18,-,-,-,0.36,8,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",55-64,female,2024-12-18,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,52,52,0.025,-,-,-,0.05,2,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",45-54,unknown,2024-12-18,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,66,66,0.05,-,-,-,0.05,2,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",45-54,male,2024-12-18,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,52,53,0.06,-,-,-,0.06,3,2024-12-18,2024-12-18
"1 december 2024 Engagement campaign",55-64,unknown,2024-12-17,completed,campaign,,"7-day click or 1-day view",,,48,48,,-,-,-,0.01993909,2,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",55-64,male,2024-12-17,completed,campaign,,"7-day click or 1-day view",,,26,26,,-,-,-,0.01993909,1,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",45-54,female,2024-12-17,completed,campaign,,"7-day click or 1-day view",,,158,199,,-,-,-,0.20936041,4,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",35-44,unknown,2024-12-17,completed,campaign,,"7-day click or 1-day view",,,315,342,,-,-,-,0.14954315,1,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",65+,unknown,2024-12-17,completed,campaign,,"7-day click or 1-day view",,,34,34,,-,-,-,0.00996954,0,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",45-54,male,2024-12-17,completed,campaign,,"7-day click or 1-day view",,,71,74,,-,-,-,0.0697868,3,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",55-64,female,2024-12-17,completed,campaign,,"7-day click or 1-day view",,,67,79,,-,-,-,0.08972589,0,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",35-44,male,2024-12-17,completed,campaign,,"7-day click or 1-day view",,,209,251,,-,-,-,0.12960406,0,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",25-34,unknown,2024-12-17,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1359,1410,0.71780711,-,-,-,0.71780711,20,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",65+,male,2024-12-17,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,55,59,0.07975635,-,-,-,0.07975635,2,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",18-24,male,2024-12-17,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,725,811,0.55829442,-,-,-,0.55829442,4,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",35-44,female,2024-12-17,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,484,561,0.19606768,-,-,-,0.58820305,11,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",18-24,unknown,2024-12-17,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",10,3099,3530,0.23627817,-,-,-,2.36278173,33,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",25-34,female,2024-12-17,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,1933,2068,0.35491574,-,-,-,1.77457868,24,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",45-54,unknown,2024-12-17,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,122,143,0.04984772,-,-,-,0.09969543,1,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",18-24,female,2024-12-17,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,2591,2740,0.35890355,-,-,-,2.15342132,35,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",65+,female,2024-12-17,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,118,163,0.04320135,-,-,-,0.12960406,3,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",25-34,male,2024-12-17,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,823,885,0.13159797,-,-,-,0.65798985,9,2024-12-17,2024-12-17
"1 december 2024 Engagement campaign",55-64,male,2024-12-16,completed,campaign,,"7-day click or 1-day view",,,29,29,,-,-,-,0.05,1,2024-12-16,2024-12-16
"1 december 2024 Engagement campaign",45-54,unknown,2024-12-16,completed,campaign,,"7-day click or 1-day view",,,71,108,,-,-,-,0.04,1,2024-12-16,2024-12-16
"1 december 2024 Engagement campaign",45-54,male,2024-12-16,completed,campaign,,"7-day click or 1-day view",,,56,70,,-,-,-,0.11,1,2024-12-16,2024-12-16
"1 december 2024 Engagement campaign",35-44,unknown,2024-12-16,completed,campaign,,"7-day click or 1-day view",,,302,331,,-,-,-,0.17,1,2024-12-16,2024-12-16
"1 december 2024 Engagement campaign",55-64,unknown,2024-12-16,completed,campaign,,"7-day click or 1-day view",,,35,35,,-,-,-,0.02,0,2024-12-16,2024-12-16
"1 december 2024 Engagement campaign",65+,unknown,2024-12-16,completed,campaign,,"7-day click or 1-day view",,,23,23,,-,-,-,0.02,0,2024-12-16,2024-12-16
"1 december 2024 Engagement campaign",65+,male,2024-12-16,completed,campaign,,"7-day click or 1-day view",,,63,63,,-,-,-,0.06,0,2024-12-16,2024-12-16
"1 december 2024 Engagement campaign",35-44,male,2024-12-16,completed,campaign,,"7-day click or 1-day view",,,207,224,,-,-,-,0.1,4,2024-12-16,2024-12-16
"1 december 2024 Engagement campaign",25-34,male,2024-12-16,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,989,1135,0.39,-,-,-,0.78,16,2024-12-16,2024-12-16
"1 december 2024 Engagement campaign",45-54,female,2024-12-16,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,207,224,0.23,-,-,-,0.23,4,2024-12-16,2024-12-16
